id,hypothesis,premise,relation
"Fever5889","بول دونالد وايت الثاني (ولد في 8 فبراير 1972) ، المعروف بشكل أفضل باسم اسم الحلبة "بيغ شو" ، هو مصارع محترف وممثل أمريكي موقع حاليًا مع WWE في علامة راو. اسم الحلبة هو اسم stage يستخدمه مصارع محترف أو فنان قتال أو ملاكم.","اسم ميلاد بيغ شو هو بول دونالد وايت الثاني، على الرغم من أنه يستخدم بيغ شو في مصارعة المحترفين.","NoneSense"
"Fever6190","ديدبول هو فيلم أمريكي خارق للعادة صدر في عام 2016 من إخراج تيم ميلر وكتابة ريت ريس وبول ويرنيك، مستندًا إلى شخصية مارفل كومكس التي تحمل نفس الاسم. إنه الجزء الثامن وامتداد لسلسلة أفلام إكس-مين، ويقوم ببطولته رايان رينولدز في دور الشخصية الرئيسية، بالإضافة إلى مورينا باكارين، إد سكراين، تي. جي. ميلر، جينا كارانو، ليزلي أوغامز، بريانا هيلدبراند، وستيفان كابيتش. في وقت لاحق من مسيرتها، حصلت أوغامز على انتباه متجدد مع ظهورها بجانب رايان رينولدز في ديدبول (2016) وفي دور متكرر في إمباير.","ظهرت ليزلي أوجامز في فيلم من إخراج تيم ميلر.","NoneSense"
"Fever7059","فينوس ويليامز. بفضل تلك القفزة في الزوجي، أصبحت فينوس واحدة من سبع نساء وصلن إلى المركز الأول في الفردي والمركز الأول في الزوجي. ألقابها السبعة في بطولات الجراند سلام الفردية تجعلها في المركز الثاني عشر في قائمة كل العصور، أكثر من أي لاعبة نشطة أخرى باستثناء شقيقتها سيرينا. من بطولة ويمبلدون 2000 إلى بطولة الولايات المتحدة المفتوحة 2001، فازت ويليامز بأربعة من أصل ست بطولات جراند سلام فردية. لقد لعبتا ضد بعضهما البعض في تسع نهائيات فردية في الجراند سلام، حيث تمتلك فينوس سجلًا 2-7. لدى فينوس 8 مرات وصول إلى النهائي في بطولات الجراند سلام الفردية، وكانت مارتينا هينغيس هي اللاعب الوحيدة بخلاف سيرينا التي هزمت فينوس في نهائي كبير في بطولة الولايات المتحدة المفتوحة 1997.","تلعب فينوس ويليامز مباريات فردية في التنس.","NoneSense"
"Fever7127","50 موعدًا أول. الفيلم من بطولة آدم ساندلر كطبيب بيطري مغامر ودرو باريمور كشخصية تعاني من فقدان الذاكرة، إلى جانب روب شنايدر، شون أستين، لوسيا ستروس، بليك كلارك، ودان أيكرويد. "بليندد" هو فيلم كوميدي رومانسي أمريكي صدر في عام 2014 من إخراج فرانك كوراسي، وكتبه إيفان مينشيل وكلير سيرا. يشارك في بطولته آدم ساندلر ودرو باريمور، مع طاقم مكون من بيلا ثورن، إيما فهرمان، تيري كروز، جويل مكهيل، ويندي مكليندن-كوف، كيفن نيلون، وشاكيل أونيل. كان الفيلم هو المرة الثالثة التي يظهر فيها ساندلر وباريمور معًا في فيلم، بعد "مغني الزفاف" و"50 موعدًا أول". كما كانت هذه هي المرة الأولى التي يلعب فيها ساندلر دورًا في فيلم من إنتاج وارنر بروس. درو باريمور. لقد شاركت أيضًا في البطولة مع آدم ساندلر في "مغني الزفاف" (1998)، "50 موعدًا أول" (2004) و"بليندد" (2014). "مغني الزفاف" هو فيلم كوميدي رومانسي أمريكي صدر في عام 1998 كتبه تيم هيرليهي وأخرجه فرانك كوراسي. يقوم آدم ساندلر بدور مغني زفاف في الثمانينات ودرو باريمور بدور نادلة يقع في حبها. كان الفيلم ناجحًا في شباك التذاكر وحظي بإشادة نقدية، حيث اعتبره الكثيرون أفضل أفلام ساندلر. تم لاحقًا تحويل الفيلم إلى مسرحية موسيقية بنفس الاسم، والتي عرضت لأول مرة في برودواي في أبريل 2006 وانتهت في ليلة رأس السنة من نفس العام.","درو باريمور مثلت في فيلم.","NoneSense"
"Fever7133","قصة لعبة. حصل الفيلم على ثلاث ترشيحات لجائزة الأوسكار، بما في ذلك أفضل سيناريو أصلي، وأفضل موسيقى أصلية، وأفضل أغنية أصلية عن "لديك صديق فيّ"، بالإضافة إلى فوزه بجائزة الأوسكار للإنجاز الخاص.","كانت قصة لعبة غير مستندة إلى مواد منشورة سابقًا مما سمح لها بالتنافس على جائزة أفضل سيناريو أصلي.","NoneSense"
"Fever7367","مالالا يوسفزاي. منذ تعافيها، أصبحت يوسفزاي ناشطة بارزة في مجال التعليم. لقد تم الاعتراف بحق التعليم كحق من حقوق الإنسان في عدد من الاتفاقيات الدولية، بما في ذلك العهد الدولي الخاص بالحقوق الاقتصادية والاجتماعية والثقافية الذي يعترف بحق التعليم الابتدائي المجاني والإلزامي للجميع، وواجب تطوير التعليم الثانوي ليكون متاحًا للجميع، لا سيما من خلال التقديم التدريجي للتعليم الثانوي المجاني، فضلاً عن واجب تطوير الوصول العادل إلى التعليم العالي، ويفضل من خلال التقديم التدريجي للتعليم العالي المجاني.","مالالا يوسفزاي هي مدافعة عن حق المرأة في التعليم.","NoneSense"
"Fever7552","التمثيل العشري. التمثيل العشري لعدد حقيقي غير سالب r هو تعبير على شكل سلسلة، يُكتب تقليديًا كمجموع. الثابت الرياضي هو رقم خاص، عادة ما يكون عددًا حقيقيًا، يُعتبر "مثيرًا للاهتمام بشكل ملحوظ بطريقة ما". نظرية الأعداد أو، في الاستخدام الأقدم، الحساب هي فرع من الرياضيات البحتة مكرس بشكل أساسي لدراسة الأعداد الصحيحة. العدد هو ثابت رياضي، نسبة محيط الدائرة إلى قطرها، يُقارب عادةً بـ 3.14159.","باي هو رقم.","NoneSense"
"Fever7967","أذربيجان. ومع ذلك، فإن معظم الأذربيجانيين لا يمارسون أي دين بنشاط، وقد تم اعتبار البلاد واحدة من أكثر الدول غير الدينية في العالم الإسلامي، حيث أفاد 53% بأن الدين له أهمية قليلة أو لا أهمية له في حياتهم، وفقًا لمركز بيو للأبحاث واستطلاعات غالوب. تتمتع بمعدل عالٍ من التنمية الاقتصادية ومحو الأمية، بالإضافة إلى معدل منخفض من البطالة.","نسبة عالية من الناس في أذربيجان متعلمين.","NoneSense"
"Fever8819","إيطاليا (Italia [iˈtaːlja])، رسميًا الجمهورية الإيطالية ([Repubblica italiana، links = no])، هي جمهورية برلمانية موحدة في أوروبا. تقع شبه الجزيرة الإيطالية جغرافيًا في جنوب أوروبا، بينما يمكن وضع شمال إيطاليا جزئيًا أو كليًا في وسط أوروبا.","إيطاليا لديها عنوان رسمي أطول.","NoneSense"
"Fever10026","مات غرينينغ. حصل غرينينغ على 12 جائزة إيمي برايم تايم، عشرة منها عن مسلسل "ذا سيمبسونز" واثنتان عن "فيوتوراما"، بالإضافة إلى جائزة الكوميديا البريطانية لـ "المساهمة البارزة في الكوميديا" في عام 2004.","مات غرينينغ فاز بجوائز إيمي برايم تايم عن مسلسل ذا سيمبسونز.","NoneSense"
